filename,fw/bw,upside_down,transects,cut,comment,place,transect_quality,transect_id,date,transect length,depth
Day_1_301025_Harat/GoPro_3/GX010297.MP4,fw,no,00:17-05:52,,"late dive, got dark, a bit turbid, 99% no coral except few small porites, almost no echinoderm",Harat,excellent,T001,2025-10-15,100,6.2
